#format x_y_z_r
0.0153294	0.0465111	0.00450241	0.00450796
0.0379486	0.0745649	0.00449934	0.00450128
0.0326193	0.0751534	0.0285867	0.004506
0.014787	0.075474	0.00450521	0.0045061
0.0423829	0.0463426	0.011922	0.00450888
0.00450436	0.0796629	0.0378333	0.00450452
0.0150737	0.0650829	0.00450003	0.0045014
0.021077	0.0412649	0.0435856	0.00450834
0.0210984	0.0436506	0.0143839	0.00452188
0.0137932	0.0897993	0.0172499	0.00452614
0.02796	0.0748142	0.0363151	0.00452536
0.0440716	0.0437368	0.0409143	0.00452654
0.0127985	0.0655371	0.0353824	0.0045259
0.0410796	0.0544924	0.0209326	0.0045233
0.0573482	0.0799944	0.033287	0.00452686
0.0394013	0.0893784	0.0175333	0.00452904
0.00452744	0.0562398	0.0119963	0.00452856
0.0295889	0.0713531	0.0129023	0.00453996
0.0217164	0.0510085	0.0196355	0.00453938
0.00453365	0.0327238	0.00453329	0.0045349
0.0466127	0.0657455	0.0500445	0.00453884
0.053509	0.0817064	0.0223324	0.00453934
0.0344523	0.0885762	0.0280585	0.00453954
0.0403583	0.03192	0.0298925	0.00453912
0.0518216	0.0500257	0.0360826	0.00453908
0.00453475	0.0890404	0.0546815	0.00453724
0.0205402	0.0428536	0.0331498	0.00453414
0.0229883	0.0716247	0.00455349	0.00455504
0.027544	0.0826565	0.0282305	0.00455996
0.0399714	0.0700912	0.0270741	0.0045526
0.0414059	0.0820095	0.0412955	0.0045589
0.0448564	0.0890358	0.0102816	0.00455304
0.0212521	0.0894703	0.0420178	0.00455574
0.00675103	0.0796685	0.00455786	0.0045601
0.0241073	0.0487723	0.00455749	0.0045584
0.0314534	0.068253	0.00455677	0.00455828
0.00710164	0.0607791	0.00455812	0.00456036
0.0160634	0.061623	0.027676	0.00471698
0.0521305	0.0891317	0.0276866	0.00471848
0.050317	0.0717765	0.0348495	0.00472076
0.00471696	0.0528314	0.0421785	0.00471702
0.045103	0.0684528	0.00471828	0.00471892
0.0127182	0.0605226	0.012229	0.00471814
0.00471557	0.0643459	0.0275988	0.0047171
0.00471505	0.065386	0.0133634	0.0047198
0.0132948	0.0566357	0.0379002	0.00472228
0.0343157	0.0535281	0.0271717	0.00472058
0.0120291	0.0451295	0.0286277	0.00472376
0.0501469	0.0547827	0.0231815	0.00482638
0.00481454	0.0371004	0.0127912	0.00481716
0.0353094	0.0430386	0.0440779	0.00481668
0.0300416	0.0555485	0.0188832	0.00482646
0.00482157	0.0684981	0.0443857	0.00482186
0.035112	0.0751045	0.042377	0.00482118
0.0417027	0.0888846	0.0349266	0.00481792
0.0194997	0.0601064	0.0189144	0.00481862
0.0521299	0.0463536	0.0274838	0.00481924
0.00785519	0.0556915	0.0301099	0.00482634
0.00482269	0.0611342	0.0374782	0.00482508
0.0316436	0.0585521	0.0438507	0.00481824
0.043726	0.0440208	0.0315827	0.004821
0.0264076	0.0668988	0.043114	0.00483382
0.0371943	0.0627949	0.0189773	0.00483078
0.00482762	0.0891858	0.0146564	0.00482902
0.0448713	0.0612916	0.013323	0.00482762
0.0300585	0.0640163	0.0516463	0.0048356
0.0490983	0.0892035	0.0186403	0.00482804
0.0497225	0.0620895	0.0409572	0.00482834
0.0239708	0.0622973	0.00482702	0.00482932
0.0237016	0.055413	0.0116018	0.00483568
0.0413197	0.0749869	0.0349671	0.0048333
0.0129935	0.0762522	0.019397	0.00490788
0.0129898	0.0536301	0.0221102	0.00490284
0.027237	0.0540549	0.0351705	0.00490656
0.0386868	0.0609626	0.00490539	0.00490646
0.0371379	0.0541493	0.0123808	0.00490372
0.00489695	0.04684	0.0125888	0.00489888
0.00490061	0.089085	0.0452526	0.0049019
0.0285737	0.0893217	0.0493147	0.00490026
0.0480869	0.0817733	0.0331428	0.00490668
0.0119056	0.074179	0.0406102	0.00491108
0.00491506	0.0889566	0.00491556	0.004916
0.00491045	0.0699846	0.00490749	0.0049111
0.0382909	0.0519494	0.0465785	0.00490968
0.0280362	0.0494891	0.0438222	0.00491218
0.0138886	0.0507469	0.0127819	0.00490908
0.019831	0.0421249	0.023683	0.00498892
0.00498618	0.0392588	0.0249474	0.00498742
0.00556002	0.0887749	0.0353909	0.0049893
0.0180514	0.0525172	0.0305173	0.00497962
0.0511816	0.0479883	0.0455812	0.00498414
0.0354066	0.0457452	0.00498208	0.00498402
0.0119337	0.0718828	0.0282115	0.00498082
0.0449416	0.0701124	0.0423015	0.00450754
0.0431034	0.0899052	0.0257627	0.00451018
0.0424529	0.0386291	0.024089	0.00450406
0.0292275	0.044091	0.0353154	0.00450536
0.0370658	0.0483873	0.0364287	0.00450266
0.0267336	0.0896189	0.00453859	0.00454134
0.00454304	0.0778408	0.0289694	0.00454644
0.058985	0.0804479	0.00454707	0.00455004
0.0362574	0.0728757	0.0188829	0.00454636
0.00457682	0.0578419	0.0209605	0.00457972
0.0404184	0.0808163	0.0276323	0.0045797
0.0122438	0.0484326	0.0454463	0.0045745
0.045766	0.0467142	0.0203443	0.00457598
0.0281625	0.0803143	0.0137282	0.00457372
0.0531555	0.0371718	0.0299	0.00463486
0.0284437	0.0415081	0.0194223	0.00463986
0.021473	0.0818098	0.00464151	0.00464206
0.0125873	0.0358431	0.0297702	0.00464218
0.0215239	0.0669765	0.0126854	0.00463906
0.0512599	0.0392957	0.0210343	0.0046818
0.00659218	0.0417089	0.00467998	0.00468218
0.0510483	0.0757489	0.00467408	0.00467572
0.0484485	0.0596712	0.00467395	0.00467856
0.0193005	0.0720391	0.0348952	0.00467852
0.0257414	0.0690772	0.0287944	0.00467626
0.0213939	0.0896541	0.0120568	0.00468298
0.004678	0.0893288	0.0257817	0.00467858
0.0152112	0.0894203	0.0350168	0.00469206
0.0459377	0.0419362	0.00468161	0.0046851
0.0381823	0.068229	0.0111433	0.0046849
0.0447241	0.0749307	0.0115314	0.00469
0.03463	0.039889	0.0126349	0.00468596
0.0108409	0.0646572	0.0204661	0.00469224
0.0200378	0.076207	0.0120218	0.00469244
0.0127038	0.0844221	0.0246564	0.00469294
0.00763046	0.051544	0.00469172	0.00469256
0.0222053	0.0575669	0.0433085	0.00468962
0.0404264	0.0620714	0.0429763	0.00468622
0.0125936	0.0388887	0.0462089	0.00468726
0.0272547	0.0382013	0.0285018	0.0046932
0.0440818	0.0619196	0.0255229	0.00471362
0.0536896	0.0412414	0.038294	0.00471214
0.0125746	0.0431369	0.0378292	0.00471064
0.0437801	0.0817006	0.00471791	0.00472018
0.0202406	0.0895239	0.0270616	0.00472346
0.01939	0.0494021	0.0395937	0.0047151
0.0576394	0.0892986	0.0118579	0.00471486
0.0277891	0.0419551	0.0498702	0.00471482
0.00474057	0.0489779	0.0239279	0.00474152
0.0442483	0.05426	0.0393559	0.00473764
0.0276952	0.0887403	0.0353534	0.0047434
0.0282905	0.0818096	0.0426312	0.0047491
0.00474716	0.0717669	0.0216557	0.00474754
0.0124943	0.0802607	0.0331289	0.00475096
0.029208	0.0475975	0.0122499	0.00474814
0.00595455	0.0302544	0.019366	0.00474726
0.0362259	0.0575512	0.0355207	0.0047455
0.042702	0.0521828	0.00474664	0.00475038
0.00475124	0.0815542	0.0204494	0.00475302
0.0340713	0.0817016	0.0208446	0.00475616
0.0127349	0.0702089	0.0118518	0.00476302
0.0196793	0.0777286	0.0273737	0.00476098
0.00949638	0.0602527	0.0458003	0.00476204
0.0501559	0.038051	0.0467452	0.00476308
0.00476078	0.0433322	0.0431776	0.00476152
0.0263062	0.0484487	0.0273167	0.00476566
0.0312039	0.0548238	0.00476997	0.00477362
0.0519577	0.0865681	0.00476978	0.00477442
0.0361308	0.0469412	0.0187455	0.0047685
0.0124823	0.0819363	0.0115719	0.00477838
0.0113376	0.043976	0.0192213	0.0047826
0.0316195	0.0889052	0.0124439	0.00478232
0.0215146	0.0815191	0.0359367	0.00478308
0.0308409	0.0807979	0.00477973	0.00478184
0.0373283	0.0886765	0.00477906	0.00478286
0.0190149	0.0691547	0.0220812	0.0047797
0.0434147	0.0534712	0.0299078	0.0047855
0.00477997	0.0475913	0.0342581	0.00478086
0.047856	0.0750059	0.0262216	0.00477896
0.0510538	0.0590334	0.0318571	0.00486612
0.00486173	0.0756504	0.0128663	0.0048632
0.0348169	0.0439871	0.0278065	0.00485738
0.0167603	0.0662656	0.0438622	0.00486602
0.0440522	0.0809394	0.0189223	0.00485948
0.0279054	0.0890608	0.0213355	0.0048582
0.0373981	0.0811322	0.0118401	0.00486106
0.049965	0.0781331	0.0420141	0.0048664
0.0266657	0.074975	0.0213569	0.00486352
0.0048594	0.0705235	0.0349156	0.00486318
0.0432886	0.0652767	0.0344514	0.0048633
0.025003	0.0583277	0.026676	0.00486462
0.0166956	0.0557989	0.00487991	0.0048884
0.0368072	0.0385124	0.035623	0.00489502
0.0340803	0.0669934	0.0371481	0.0048888
0.0348496	0.0888874	0.041809	0.00489716
0.0343008	0.0817374	0.0350724	0.00489202
0.0449715	0.0690878	0.0191257	0.00489626
0.00519365	0.0778382	0.047023	0.0048909
0.0492213	0.0525895	0.0137427	0.00491344
0.031068	0.0618037	0.0114736	0.00490956
0.0518758	0.0812792	0.0129644	0.0049809
0.0222381	0.0626419	0.0350811	0.0049813
0.0148144	0.0887551	0.00498507	0.00498616
0.0212154	0.0752163	0.0438313	0.00499768
0.0204085	0.0829503	0.0189682	0.0049967
0.0334747	0.0631695	0.0280595	0.00499442
0.0217509	0.0395307	0.00498838	0.0049908
0.0277588	0.0652553	0.0201425	0.00499408
0.0588981	0.0810815	0.0581274	0.0045026
0.020044	0.0508689	0.0858834	0.00450796
0.0428577	0.0728339	0.0834568	0.00450128
0.0346384	0.0583422	0.0682391	0.00450982
0.0193158	0.0733038	0.0883327	0.0045061
0.0346191	0.0401605	0.0601892	0.0045102
0.0202115	0.061644	0.0901043	0.0045014
0.0122693	0.0350244	0.0751078	0.00450914
0.029093	0.0891739	0.0727213	0.00450236
0.0262108	0.0570064	0.0607105	0.00452892
0.0126278	0.0540844	0.052569	0.00452746
0.0556439	0.0664552	0.0541614	0.00452642
0.0377155	0.089085	0.0686704	0.00452774
0.0319816	0.0459085	0.0880263	0.00452188
0.00452538	0.061496	0.088735	0.00452644
0.034723	0.0723064	0.0795837	0.00452048
0.0122164	0.0468919	0.0891889	0.00452856
0.0266007	0.0679216	0.0888781	0.00453996
0.0343267	0.0659049	0.0731977	0.00453122
0.0118547	0.0227486	0.0883792	0.0045349
0.00453504	0.0735904	0.0636592	0.00453424
0.043714	0.0812134	0.0567458	0.00453292
0.0480914	0.0892013	0.0549608	0.004534
0.0116683	0.0384109	0.0666861	0.0045335
0.0445074	0.0441573	0.0736825	0.00453256
0.0428965	0.0495034	0.0663894	0.0045404
0.0208559	0.0481732	0.0674442	0.00453104
0.0264969	0.0749018	0.0830428	0.00455504
0.0214786	0.0830668	0.0492729	0.004559
0.0195862	0.0740276	0.0770982	0.00455168
0.0556735	0.0428048	0.0739353	0.00455728
0.0575404	0.0499184	0.0666632	0.00455404
0.056057	0.0890958	0.0889323	0.00455304
0.0499944	0.0441961	0.0809219	0.00455348
0.0204639	0.0902216	0.087511	0.0045601
0.0225031	0.0586211	0.0818778	0.0045584
0.0510865	0.0815725	0.0507134	0.0045555
0.0334075	0.0739575	0.0889083	0.00455828
0.00455972	0.073358	0.087992	0.00456036
0.0200617	0.057756	0.067576	0.0047202
0.0115469	0.0735983	0.0818652	0.00472366
0.0115623	0.0735388	0.0697299	0.00472252
0.00472135	0.0800266	0.0567876	0.00472188
0.0259639	0.0812858	0.0763345	0.00472142
0.0120079	0.0886151	0.0709546	0.00471842
0.00472078	0.0490896	0.0508646	0.00472234
0.0507495	0.0720607	0.078655	0.00471892
0.0115841	0.0674394	0.0893096	0.0047198
0.0508768	0.0736458	0.0692076	0.00472426
0.0141258	0.0343798	0.0892422	0.00481716
0.0190086	0.041136	0.0615744	0.00481882
0.0124178	0.0837719	0.0421365	0.00481816
0.0122268	0.0621398	0.0759504	0.00481916
0.0124239	0.0804738	0.0632279	0.00482422
0.00481916	0.0806689	0.0821242	0.00481838
0.0351973	0.0818576	0.0492608	0.00482618
0.0361411	0.0812425	0.063836	0.0048218
0.0433787	0.074615	0.0633732	0.00482774
